date,dew,pollution,temp,press,wnd_dir,wnd_spd,snow,rain
12/03/2013 12:00,3,167,4,1012,NW,0.89,0,9
12/03/2013 13:00,3,148,5,1012,NW,4.02,0,0
12/03/2013 14:00,3,153,5,1013,NW,7.15,0,0
12/03/2013 15:00,3,147,6,1013,NW,8.94,0,1
12/03/2013 16:00,4,150,6,1013,cv,0.89,0,0
12/03/2013 17:00,4,152,7,1014,NW,3.13,0,0
12/03/2013 18:00,3,164,6,1015,NW,6.26,0,0
12/03/2013 19:00,2,159,5,1017,NW,9.39,0,0
12/03/2013 20:00,3,176,5,1019,cv,0.89,0,0
12/03/2013 21:00,2,174,3,1020,cv,1.78,0,0
12/03/2013 22:00,2,194,6,1021,SE,1.79,0,0
12/03/2013 23:00,1,114,3,1022,cv,0.89,0,0
13/03/2013 00:00,-5,67,3,1023,NW,3.13,0,0
13/03/2013 01:00,-6,23,0,1024,NW,6.26,0,0
13/03/2013 02:00,-9,13,1,1025,NW,10.28,0,0
13/03/2013 03:00,-8,10,-1,1025,NW,13.41,0,0
13/03/2013 04:00,-9,11,-1,1026,NW,16.54,0,0
13/03/2013 05:00,-11,17,0,1026,NE,4.02,0,0
13/03/2013 06:00,-10,14,-1,1027,NE,7.15,0,0
13/03/2013 07:00,-10,16,1,1029,NW,3.13,0,0
13/03/2013 08:00,-11,15,2,1030,NE,4.02,0,0
13/03/2013 09:00,-12,16,3,1031,NE,8.94,0,0
13/03/2013 10:00,-15,16,5,1031,NE,13.86,0,0
13/03/2013 11:00,-15,17,5,1032,NE,17.88,0,0
13/03/2013 12:00,-16,13,6,1031,NE,21.9,0,0
13/03/2013 13:00,-18,10,7,1029,NE,23.69,0,0
13/03/2013 14:00,-18,14,8,1029,cv,0.89,0,0
13/03/2013 15:00,-19,12,8,1028,cv,2.68,0,0
13/03/2013 16:00,-18,15,8,1028,cv,3.57,0,0
13/03/2013 17:00,-18,16,8,1028,SE,1.79,0,0
13/03/2013 18:00,-15,23,6,1028,SE,4.92,0,0
13/03/2013 19:00,-12,37,4,1029,SE,5.81,0,0
13/03/2013 20:00,-13,38,4,1029,SE,7.6,0,0
13/03/2013 21:00,-12,30,4,1030,SE,9.39,0,0
13/03/2013 22:00,-9,34,2,1030,SE,11.18,0,0
13/03/2013 23:00,-9,48,2,1030,SE,14.31,0,0
14/03/2013 00:00,-3,71,0,1031,SE,18.33,0,0
14/03/2013 01:00,-4,82,0,1031,SE,22.35,0,0
14/03/2013 02:00,-4,77,-1,1031,SE,24.14,0,0
14/03/2013 03:00,-4,83,-1,1031,SE,25.93,0,0
14/03/2013 04:00,-4,92,-2,1030,SE,27.72,0,0
14/03/2013 05:00,-4,84,-2,1030,SE,29.51,0,0
14/03/2013 06:00,-4,84,-1,1030,cv,0.89,0,0
14/03/2013 07:00,-4,75,-1,1030,SE,0.89,0,0
14/03/2013 08:00,-3,88,0,1031,cv,0.89,0,0
14/03/2013 09:00,-4,92,1,1031,SE,1.79,0,0
14/03/2013 10:00,-5,92,3,1030,cv,1.79,0,0
14/03/2013 11:00,-4,112,4,1029,SE,1.79,0,0
14/03/2013 12:00,-4,0,5,1028,SE,3.58,0,0
14/03/2013 13:00,-4,124,7,1027,cv,1.79,0,0
14/03/2013 14:00,-6,122,9,1026,SE,3.13,0,0
14/03/2013 15:00,-6,109,9,1025,SE,6.26,0,0
14/03/2013 16:00,-7,111,10,1024,SE,11.18,0,0
14/03/2013 17:00,-6,121,9,1024,SE,16.1,0,0
14/03/2013 18:00,-5,128,7,1024,SE,21.02,0,0
14/03/2013 19:00,-5,127,5,1024,SE,25.04,0,0
14/03/2013 20:00,-4,126,5,1024,SE,25.93,0,0
14/03/2013 21:00,-4,136,3,1024,SE,26.82,0,0
14/03/2013 22:00,-3,165,3,1024,SE,28.61,0,0
14/03/2013 23:00,-3,182,3,1024,SE,30.4,0,0
15/03/2013 00:00,-3,182,2,1024,cv,0.89,0,0
15/03/2013 01:00,-3,195,1,1023,cv,1.78,0,0
15/03/2013 02:00,-4,205,0,1023,NE,0.89,0,0
15/03/2013 03:00,-5,217,0,1022,NW,0.89,0,0
15/03/2013 04:00,-4,226,-1,1022,NW,2.68,0,0
15/03/2013 05:00,-3,220,-1,1022,cv,0.89,0,0
15/03/2013 06:00,-3,197,-2,1022,cv,1.78,0,0
15/03/2013 07:00,-3,187,-1,1022,NW,1.79,0,0
15/03/2013 08:00,-1,174,1,1022,cv,0.89,0,0
15/03/2013 09:00,-2,181,3,1022,NW,0.89,0,0
15/03/2013 10:00,-1,192,5,1022,cv,0.89,0,0
15/03/2013 11:00,-2,216,6,1021,SE,1.79,0,0
15/03/2013 12:00,-1,247,8,1020,cv,0.89,0,0
15/03/2013 13:00,-2,254,10,1019,SE,1.79,0,0
15/03/2013 14:00,-2,271,11,1018,cv,3.13,0,0
15/03/2013 15:00,-1,302,11,1017,SE,1.79,0,0
15/03/2013 16:00,-1,294,11,1017,SE,3.58,0,0
15/03/2013 17:00,0,280,11,1017,cv,1.79,0,0
15/03/2013 18:00,1,294,9,1017,SE,1.79,0,0
15/03/2013 19:00,1,302,9,1018,SE,2.68,0,0
15/03/2013 20:00,2,324,7,1018,SE,3.57,0,0
15/03/2013 21:00,2,315,6,1020,SE,4.46,0,0
15/03/2013 22:00,1,328,5,1020,NE,0.89,0,0
15/03/2013 23:00,1,355,4,1021,NW,1.79,0,0
16/03/2013 00:00,0,405,3,1021,NW,4.92,0,0
16/03/2013 01:00,0,347,2,1021,NW,8.05,0,0
16/03/2013 02:00,0,346,4,1022,NW,12.07,0,0
16/03/2013 03:00,0,342,4,1022,NW,13.86,0,0
16/03/2013 04:00,0,327,4,1023,NE,1.79,0,0
16/03/2013 05:00,0,332,2,1023,NW,3.13,0,0
16/03/2013 06:00,0,328,3,1024,NW,6.26,0,0
16/03/2013 07:00,0,0,3,1025,NW,8.05,0,0
16/03/2013 08:00,0,325,6,1025,NW,11.18,0,0
16/03/2013 09:00,0,315,9,1026,NW,14.31,0,0
16/03/2013 10:00,0,295,11,1026,NW,17.44,0,0
16/03/2013 11:00,-1,239,14,1026,cv,0.89,0,0
16/03/2013 12:00,-2,212,14,1025,cv,2.68,0,0
16/03/2013 13:00,-3,214,14,1024,SE,1.79,0,0
16/03/2013 14:00,-3,215,15,1023,SE,6.71,0,0
16/03/2013 15:00,-2,208,14,1022,SE,10.73,0,0
16/03/2013 16:00,-2,229,14,1021,SE,14.75,0,0
16/03/2013 17:00,-1,235,13,1021,SE,18.77,0,0
16/03/2013 18:00,2,199,12,1020,SE,22.79,0,0
16/03/2013 19:00,3,251,10,1020,SE,25.92,0,0
16/03/2013 20:00,3,280,10,1020,SE,29.05,0,0
16/03/2013 21:00,2,250,8,1020,SE,32.18,0,0
16/03/2013 22:00,1,205,7,1020,SE,35.31,0,0
16/03/2013 23:00,0,202,6,1019,cv,0.89,0,0
17/03/2013 00:00,1,204,6,1018,SE,0.89,0,0
17/03/2013 01:00,1,216,5,1018,SE,2.68,0,0
17/03/2013 02:00,0,221,5,1017,cv,0.89,0,0
17/03/2013 03:00,0,227,4,1016,cv,1.78,0,0
17/03/2013 04:00,0,235,5,1014,cv,2.23,0,0
17/03/2013 05:00,0,236,4,1014,cv,3.12,0,0
17/03/2013 06:00,0,232,4,1013,SE,1.79,0,0
17/03/2013 07:00,0,241,3,1012,SE,3.58,0,0
17/03/2013 08:00,1,258,5,1011,cv,0.89,0,0
17/03/2013 09:00,1,273,6,1011,SE,1.79,0,0
17/03/2013 10:00,2,287,8,1010,SE,3.58,0,0
17/03/2013 11:00,2,316,10,1009,cv,0.89,0,0
17/03/2013 12:00,2,337,11,1008,cv,2.68,0,0
17/03/2013 13:00,3,359,13,1006,SE,1.79,0,0
17/03/2013 14:00,3,394,15,1004,SE,3.58,0,0
17/03/2013 15:00,4,393,15,1003,SE,6.71,0,0
17/03/2013 16:00,4,402,16,1002,SE,9.84,0,0
17/03/2013 17:00,3,400,15,1002,SE,11.63,0,0
17/03/2013 18:00,3,422,11,1001,SE,13.42,0,0
17/03/2013 19:00,4,429,11,1001,cv,0.89,0,0
17/03/2013 20:00,3,480,7,1002,NE,1.79,0,0
17/03/2013 21:00,5,512,8,1002,cv,0.89,0,0
17/03/2013 22:00,3,541,7,1002,cv,1.78,0,0
17/03/2013 23:00,5,522,8,1001,NW,0.89,0,0
18/03/2013 00:00,3,498,8,1002,NW,4.91,0,0
18/03/2013 01:00,3,517,8,1002,NW,8.04,0,0
18/03/2013 02:00,2,246,5,1002,NW,12.96,0,0
18/03/2013 03:00,2,39,7,1002,NW,16.98,0,0
18/03/2013 04:00,-10,14,10,1002,NW,25.92,0,0
18/03/2013 05:00,-9,15,10,1003,NW,34.86,0,0
18/03/2013 06:00,-9,10,9,1004,NW,47.82,0,0
18/03/2013 07:00,-17,13,7,1007,NW,59.89,0,0
18/03/2013 08:00,-16,9,7,1008,NW,71.07,0,0
18/03/2013 09:00,-18,13,7,1009,NW,80.01,0,0
18/03/2013 10:00,-21,10,10,1009,NW,85.82,0,0
18/03/2013 11:00,-20,7,9,1010,NE,4.92,0,0
18/03/2013 12:00,-21,6,9,1010,NE,8.94,0,0
18/03/2013 13:00,-22,9,11,1009,cv,1.79,0,0
18/03/2013 14:00,-22,10,13,1008,NW,4.02,0,0
18/03/2013 15:00,-22,19,12,1007,NW,7.15,0,0
18/03/2013 16:00,-21,14,11,1006,SE,4.92,0,0
18/03/2013 17:00,-20,22,10,1006,SE,9.84,0,0
18/03/2013 18:00,-18,25,9,1006,SE,16.99,0,0
18/03/2013 19:00,-3,87,6,1007,SE,25.93,0,0
18/03/2013 20:00,-4,49,4,1009,SE,33.98,0,0
18/03/2013 21:00,-4,36,3,1010,SE,41.13,0,0
18/03/2013 22:00,-5,30,2,1010,SE,46.05,0,0
18/03/2013 23:00,-5,35,2,1010,SE,50.07,0,0
19/03/2013 00:00,-5,30,1,1011,SE,53.2,0,0
19/03/2013 01:00,-4,33,1,1012,SE,56.33,0,0
19/03/2013 02:00,-3,34,0,1012,NE,4.02,0,1
19/03/2013 03:00,-2,36,-1,1012,NE,7.15,1,0
19/03/2013 04:00,-3,25,0,1012,NE,8.94,0,0
19/03/2013 05:00,-3,23,0,1011,NE,10.73,0,0
19/03/2013 06:00,-3,22,0,1012,NE,11.62,0,0
19/03/2013 07:00,-3,34,0,1012,NE,12.51,0,0
19/03/2013 08:00,-2,34,2,1013,NW,1.79,0,0
19/03/2013 09:00,-2,48,3,1013,NE,3.13,0,0
19/03/2013 10:00,-3,59,3,1014,NW,4.02,0,0
19/03/2013 11:00,-2,68,4,1013,NE,3.13,0,0
19/03/2013 12:00,-1,69,5,1013,NE,6.26,0,1
19/03/2013 13:00,0,69,5,1013,NW,4.02,0,0
19/03/2013 14:00,0,69,5,1013,NE,3.13,0,0
19/03/2013 15:00,1,72,5,1013,NE,7.15,0,0
19/03/2013 16:00,1,63,4,1014,NE,11.17,0,0
19/03/2013 17:00,1,57,3,1015,NE,15.19,0,1
19/03/2013 18:00,1,41,2,1016,NE,18.32,0,2
19/03/2013 19:00,1,60,2,1017,NE,19.21,0,3
19/03/2013 20:00,0,69,1,1016,cv,0.89,1,0
19/03/2013 21:00,0,100,1,1018,cv,1.78,2,0
19/03/2013 22:00,0,105,0,1022,SE,1.79,3,0
19/03/2013 23:00,0,83,0,1022,SE,5.81,4,0
20/03/2013 00:00,-1,75,-1,1022,SE,8.94,5,0
20/03/2013 01:00,-1,62,-1,1023,SE,10.73,6,0
20/03/2013 02:00,-2,53,-2,1024,SE,12.52,7,0
20/03/2013 03:00,-2,54,-2,1025,cv,0.89,8,0
20/03/2013 04:00,-2,45,-2,1025,SE,1.79,9,0
20/03/2013 05:00,-3,29,-2,1025,SE,2.68,10,0
20/03/2013 06:00,-3,28,-3,1025,SE,4.47,0,0
20/03/2013 07:00,-3,36,-2,1025,SE,7.6,0,0
20/03/2013 08:00,-2,39,-1,1026,SE,8.49,0,0
20/03/2013 09:00,-1,48,0,1027,SE,9.38,0,0
20/03/2013 10:00,-2,63,0,1027,SE,11.17,0,0
20/03/2013 11:00,-6,56,2,1026,NW,3.13,0,0
20/03/2013 12:00,-10,56,3,1025,NW,8.05,0,0
20/03/2013 13:00,-10,65,4,1024,NW,12.97,0,0
20/03/2013 14:00,-10,49,5,1023,NW,16.99,0,0
20/03/2013 15:00,-8,53,5,1022,SE,4.02,0,0
20/03/2013 16:00,-6,53,6,1021,SE,7.15,0,0
20/03/2013 17:00,-6,63,5,1021,SE,11.17,0,0
20/03/2013 18:00,-5,70,4,1020,SE,14.3,0,0
20/03/2013 19:00,-3,91,3,1020,SE,19.22,0,0
20/03/2013 20:00,-3,97,2,1020,SE,23.24,0,0
20/03/2013 21:00,-3,102,2,1020,SE,27.26,0,0
20/03/2013 22:00,-3,109,1,1020,SE,30.39,0,0
20/03/2013 23:00,-3,119,2,1019,SE,32.18,0,0
21/03/2013 00:00,-3,118,2,1018,SE,35.31,0,0
21/03/2013 01:00,-3,114,2,1018,SE,38.44,0,0
21/03/2013 02:00,-3,98,1,1017,SE,41.57,0,0
21/03/2013 03:00,-4,91,1,1016,SE,44.7,0,0
21/03/2013 04:00,-4,94,0,1015,SE,47.83,0,0
21/03/2013 05:00,-4,97,0,1014,SE,49.62,0,0
21/03/2013 06:00,-4,108,0,1014,SE,51.41,0,0
21/03/2013 07:00,-3,107,0,1013,cv,0.89,0,0
21/03/2013 08:00,-4,104,1,1013,SE,3.13,0,0
21/03/2013 09:00,-4,105,2,1012,SE,4.92,0,0
21/03/2013 10:00,-3,123,4,1011,cv,0.89,0,0
21/03/2013 11:00,-3,148,4,1010,SE,1.79,0,0
21/03/2013 12:00,-3,164,6,1009,SE,3.58,0,0
21/03/2013 13:00,-3,173,7,1008,cv,0.89,0,0
21/03/2013 14:00,-2,172,8,1007,cv,2.68,0,0
21/03/2013 15:00,-2,183,8,1006,SE,1.79,0,0
21/03/2013 16:00,-2,192,8,1006,cv,0.89,0,0
21/03/2013 17:00,-1,198,8,1005,NW,3.13,0,0
21/03/2013 18:00,-1,210,6,1006,NW,8.05,0,0
21/03/2013 19:00,-1,224,5,1007,NW,11.18,0,0
21/03/2013 20:00,-1,224,5,1008,NE,1.79,0,0
21/03/2013 21:00,-1,224,4,1009,NW,4.02,0,0
21/03/2013 22:00,-1,211,5,1011,NW,8.04,0,0
21/03/2013 23:00,-1,210,4,1011,NW,11.17,0,0
22/03/2013 00:00,-1,209,2,1013,NW,16.09,0,0
22/03/2013 01:00,-4,166,2,1014,NE,4.02,0,0
22/03/2013 02:00,-7,125,6,1014,NE,8.04,0,0
22/03/2013 03:00,-7,94,3,1015,NW,4.02,0,0
22/03/2013 04:00,-5,51,2,1015,NW,8.04,0,0
22/03/2013 05:00,-8,58,3,1017,NE,1.79,0,0
22/03/2013 06:00,-10,51,3,1018,NE,5.81,0,0
22/03/2013 07:00,-10,17,3,1019,NW,1.79,0,0
22/03/2013 08:00,-14,14,6,1020,cv,0.89,0,0
22/03/2013 09:00,-13,18,7,1020,SE,1.79,0,0
22/03/2013 10:00,-13,17,8,1020,cv,1.79,0,0
22/03/2013 11:00,-7,66,8,1020,SE,4.92,0,0
22/03/2013 12:00,-9,63,8,1019,SE,8.94,0,0
22/03/2013 13:00,-7,62,9,1018,SE,14.75,0,0
22/03/2013 14:00,-8,73,10,1018,SE,19.67,0,0
22/03/2013 15:00,-6,76,10,1017,SE,25.48,0,0
22/03/2013 16:00,-7,62,10,1016,SE,31.29,0,0
22/03/2013 17:00,-6,74,10,1016,SE,37.1,0,0
22/03/2013 18:00,-5,82,9,1016,SE,42.91,0,0
22/03/2013 19:00,-5,74,7,1017,SE,46.93,0,0
22/03/2013 20:00,-4,69,6,1017,SE,51.85,0,0
22/03/2013 21:00,-4,63,4,1018,SE,55.87,0,0
22/03/2013 22:00,-4,61,4,1018,SE,59.89,0,0
22/03/2013 23:00,-3,58,2,1018,SE,64.81,0,0
23/03/2013 00:00,-3,54,1,1018,SE,68.83,0,0
23/03/2013 01:00,-3,50,0,1017,SE,71.96,0,0
23/03/2013 02:00,-3,51,0,1016,SE,73.75,0,0
23/03/2013 03:00,-3,51,1,1015,SE,75.54,0,0
23/03/2013 04:00,-3,51,1,1015,SE,79.56,0,0
23/03/2013 05:00,-3,52,0,1014,SE,82.69,0,0
23/03/2013 06:00,-3,56,0,1014,SE,86.71,0,0
23/03/2013 07:00,-3,60,1,1014,SE,89.84,0,0
23/03/2013 08:00,-4,76,1,1012,SE,94.76,0,0
23/03/2013 09:00,-4,97,3,1011,SE,97.89,0,0
23/03/2013 10:00,-4,86,3,1011,SE,101.02,0,0
23/03/2013 11:00,-5,88,3,1011,NE,1.79,0,0
23/03/2013 12:00,-5,91,6,1011,NW,1.79,0,0
23/03/2013 13:00,-6,90,5,1010,cv,0.89,0,0
23/03/2013 14:00,-6,96,8,1010,cv,1.78,0,0
23/03/2013 15:00,-5,94,8,1009,SE,1.79,0,0
23/03/2013 16:00,-10,86,13,1010,NW,12.07,0,0
23/03/2013 17:00,-11,71,12,1011,NW,25.93,0,0
23/03/2013 18:00,-11,18,9,1014,NW,38,0,0
23/03/2013 19:00,-13,15,7,1017,NW,47.83,0,0
23/03/2013 20:00,-13,11,6,1018,NW,57.66,0,0
23/03/2013 21:00,-15,12,5,1020,NW,64.81,0,0
23/03/2013 22:00,-14,8,3,1021,NW,69.73,0,0
23/03/2013 23:00,-15,5,3,1022,NE,4.92,0,0
24/03/2013 00:00,-16,9,2,1023,NE,9.84,0,0
24/03/2013 01:00,-16,10,2,1023,NE,15.65,0,0
24/03/2013 02:00,-15,9,1,1023,NE,21.46,0,0
24/03/2013 03:00,-13,11,0,1024,NE,26.38,0,0
24/03/2013 04:00,-13,9,-1,1023,NW,5.81,0,0
24/03/2013 05:00,-12,11,-1,1024,NE,3.13,0,0
24/03/2013 06:00,-12,13,-1,1024,NE,4.92,0,0
24/03/2013 07:00,-13,18,1,1025,NW,1.79,0,0
24/03/2013 08:00,-17,18,4,1025,NW,6.71,0,0
24/03/2013 09:00,-17,11,4,1025,NW,11.63,0,0
24/03/2013 10:00,-18,12,6,1025,NW,15.65,0,0
24/03/2013 11:00,-17,12,6,1024,NE,1.79,0,0
24/03/2013 12:00,-18,11,8,1023,NW,3.13,0,0
24/03/2013 13:00,-18,15,8,1022,NW,6.26,0,0
24/03/2013 14:00,-19,13,8,1021,cv,0.89,0,0
24/03/2013 15:00,-19,12,9,1019,cv,2.68,0,0
24/03/2013 16:00,-18,12,9,1018,SE,4.02,0,0
24/03/2013 17:00,-17,15,9,1018,SE,8.04,0,0
24/03/2013 18:00,-15,21,8,1018,SE,11.17,0,0
24/03/2013 19:00,-14,32,6,1019,SE,14.3,0,0
24/03/2013 20:00,-14,50,6,1019,SE,18.32,0,0
24/03/2013 21:00,-13,60,5,1020,SE,20.11,0,0
24/03/2013 22:00,-12,56,4,1021,SE,23.24,0,0
24/03/2013 23:00,-10,58,3,1021,cv,0.89,0,0
25/03/2013 00:00,-7,71,2,1022,SE,4.02,0,0
25/03/2013 01:00,-7,91,2,1022,SE,7.15,0,0
25/03/2013 02:00,-5,88,0,1023,SE,12.07,0,0
25/03/2013 03:00,-5,90,0,1023,SE,16.09,0,0
25/03/2013 04:00,-5,74,-1,1023,SE,19.22,0,0
25/03/2013 05:00,-6,86,-1,1023,cv,0.89,0,0
25/03/2013 06:00,-6,103,-1,1024,cv,1.78,0,0
25/03/2013 07:00,-5,119,0,1024,cv,2.67,0,0
25/03/2013 08:00,-5,121,1,1024,cv,3.56,0,0
25/03/2013 09:00,-6,137,3,1024,SE,1.79,0,0
25/03/2013 10:00,-7,126,4,1024,cv,1.79,0,0
25/03/2013 11:00,-8,112,6,1023,cv,3.58,0,0
25/03/2013 12:00,-8,0,7,1022,SE,3.13,0,0
25/03/2013 13:00,-8,137,9,1021,cv,3.13,0,0
25/03/2013 14:00,-9,129,10,1020,cv,4.92,0,0
25/03/2013 15:00,-9,137,11,1019,SE,3.13,0,0
25/03/2013 16:00,-9,123,11,1019,SE,6.26,0,0
25/03/2013 17:00,-10,115,11,1018,SE,10.28,0,0
25/03/2013 18:00,-9,117,10,1018,SE,13.41,0,0
25/03/2013 19:00,-9,135,8,1018,SE,15.2,0,0
25/03/2013 20:00,-8,150,7,1019,SE,16.99,0,0
25/03/2013 21:00,-7,127,7,1019,SE,18.78,0,0
25/03/2013 22:00,-7,102,6,1019,SE,20.57,0,0
25/03/2013 23:00,-7,97,4,1018,SE,22.36,0,0
26/03/2013 00:00,-8,98,5,1018,SE,25.49,0,0
26/03/2013 01:00,-8,110,5,1018,SE,28.62,0,0
26/03/2013 02:00,-8,128,4,1017,SE,30.41,0,0
26/03/2013 03:00,-7,153,2,1017,SE,32.2,0,0
26/03/2013 04:00,-6,174,1,1016,cv,0.45,0,0
26/03/2013 05:00,-4,187,0,1016,cv,0.9,0,0
26/03/2013 06:00,-4,188,0,1016,NE,0.89,0,0
26/03/2013 07:00,-3,196,0,1017,cv,0.89,0,0
26/03/2013 08:00,0,196,4,1016,SE,1.79,0,0
26/03/2013 09:00,0,205,5,1016,SE,4.92,0,0
26/03/2013 10:00,0,217,7,1016,SE,6.71,0,0
26/03/2013 11:00,0,229,8,1015,SE,8.5,0,0
26/03/2013 12:00,0,240,10,1014,SE,11.63,0,0
26/03/2013 13:00,-1,231,12,1012,SE,15.65,0,0
26/03/2013 14:00,-2,211,13,1012,SE,19.67,0,0
26/03/2013 15:00,-3,210,13,1011,SE,24.59,0,0
26/03/2013 16:00,-3,219,13,1010,SE,30.4,0,0
26/03/2013 17:00,-2,210,13,1009,SE,34.42,0,0
26/03/2013 18:00,-1,223,12,1009,SE,37.55,0,0
26/03/2013 19:00,0,220,9,1009,cv,0.89,0,0
26/03/2013 20:00,1,223,8,1010,SE,1.79,0,0
26/03/2013 21:00,1,234,10,1010,SE,3.58,0,0
26/03/2013 22:00,1,231,8,1010,SE,6.71,0,0
26/03/2013 23:00,3,154,9,1010,SE,10.73,0,0
27/03/2013 00:00,3,128,8,1009,SE,13.86,0,0
27/03/2013 01:00,2,132,6,1009,SE,16.99,0,0
27/03/2013 02:00,3,134,7,1009,SE,18.78,0,0
27/03/2013 03:00,3,135,5,1008,SE,20.57,0,0
27/03/2013 04:00,4,134,5,1007,SE,22.36,0,0
27/03/2013 05:00,3,139,5,1007,SE,24.15,0,0
27/03/2013 06:00,4,171,6,1008,SE,25.94,0,0
27/03/2013 07:00,4,204,6,1009,cv,0.89,0,0
27/03/2013 08:00,4,183,6,1010,NW,4.92,0,0
27/03/2013 09:00,4,179,8,1010,NW,6.71,0,0
27/03/2013 10:00,5,192,11,1010,cv,0.89,0,0
27/03/2013 11:00,4,194,13,1009,NE,1.79,0,0
27/03/2013 12:00,2,156,15,1009,cv,1.79,0,0
27/03/2013 13:00,-6,84,18,1008,NW,4.02,0,0
27/03/2013 14:00,-6,21,20,1008,NW,8.94,0,0
27/03/2013 15:00,-8,16,20,1008,NW,16.09,0,0
27/03/2013 16:00,-10,15,19,1008,NW,25.03,0,0
27/03/2013 17:00,-15,17,17,1009,NW,36.21,0,0
27/03/2013 18:00,-18,26,14,1011,NW,46.04,0,0
27/03/2013 19:00,-19,16,12,1013,NW,50.96,0,0
27/03/2013 20:00,-19,15,11,1014,NW,56.77,0,0
27/03/2013 21:00,-19,15,10,1016,NE,4.92,0,0
27/03/2013 22:00,-19,16,9,1018,NE,8.94,0,0
27/03/2013 23:00,-19,15,8,1019,NE,12.96,0,0
28/03/2013 00:00,-18,16,8,1020,NE,16.98,0,0
28/03/2013 01:00,-19,8,7,1020,NE,21.9,0,0
28/03/2013 02:00,-19,8,6,1020,NE,25.92,0,0
28/03/2013 03:00,-17,7,5,1020,NE,29.05,0,0
28/03/2013 04:00,-18,8,5,1020,NE,32.18,0,0
28/03/2013 05:00,-16,16,3,1021,cv,0.89,0,0
28/03/2013 06:00,-13,17,2,1022,NW,1.79,0,0
28/03/2013 07:00,-12,25,4,1022,NW,3.58,0,0
28/03/2013 08:00,-20,17,6,1023,cv,0.89,0,0
28/03/2013 09:00,-20,13,7,1023,NW,3.13,0,0
28/03/2013 10:00,-21,19,8,1023,NW,4.92,0,0
28/03/2013 11:00,-20,18,9,1023,cv,0.89,0,0
28/03/2013 12:00,-14,15,10,1022,NW,4.92,0,0
28/03/2013 13:00,-11,21,10,1022,NW,9.84,0,0
28/03/2013 14:00,-14,11,11,1020,NW,14.76,0,0
28/03/2013 15:00,-16,21,12,1019,NW,20.57,0,0
28/03/2013 16:00,-17,20,13,1019,SE,4.02,0,0
28/03/2013 17:00,-21,22,13,1019,NW,1.79,0,0
28/03/2013 18:00,-18,17,12,1019,NE,1.79,0,0
28/03/2013 19:00,-16,60,10,1019,SE,1.79,0,0
28/03/2013 20:00,-7,97,10,1020,SE,5.81,0,0
28/03/2013 21:00,-4,120,8,1021,SE,7.6,0,0
28/03/2013 22:00,-3,111,9,1022,SE,9.39,0,0
28/03/2013 23:00,-3,109,5,1022,SE,11.18,0,0
29/03/2013 00:00,-3,110,4,1022,NW,1.79,0,0
29/03/2013 01:00,-3,93,1,1022,cv,0.89,0,0
29/03/2013 02:00,-4,103,1,1022,NW,1.79,0,0
29/03/2013 03:00,-4,100,0,1022,NE,1.79,0,0
29/03/2013 04:00,-6,110,2,1022,cv,0.89,0,0
29/03/2013 05:00,-6,100,1,1023,NE,0.89,0,0
29/03/2013 06:00,-5,93,1,1024,cv,0.45,0,0
29/03/2013 07:00,-3,97,2,1024,NE,1.79,0,0
29/03/2013 08:00,-3,116,3,1024,SE,3.13,0,0
29/03/2013 09:00,-4,127,5,1024,SE,7.15,0,0
29/03/2013 10:00,-8,117,9,1023,NE,4.02,0,0
29/03/2013 11:00,-11,90,9,1023,SE,4.02,0,0
29/03/2013 12:00,-14,78,10,1022,SE,8.94,0,0
29/03/2013 13:00,-11,119,10,1021,SE,12.96,0,0
29/03/2013 14:00,-8,121,9,1020,SE,16.98,0,0
29/03/2013 15:00,-9,108,10,1020,SE,18.77,0,0
29/03/2013 16:00,-9,93,10,1020,SE,20.56,0,0
29/03/2013 17:00,-7,97,9,1019,NE,3.13,0,0
29/03/2013 18:00,-6,100,9,1019,NE,4.92,0,0
29/03/2013 19:00,-4,101,7,1020,cv,1.79,0,0
29/03/2013 20:00,-4,80,6,1021,SE,3.13,0,0
29/03/2013 21:00,-5,75,4,1022,SE,7.15,0,0
29/03/2013 22:00,-5,58,4,1022,SE,11.17,0,0
29/03/2013 23:00,-7,66,4,1023,SE,14.3,0,0
30/03/2013 00:00,-6,60,3,1023,SE,17.43,0,0
30/03/2013 01:00,-6,72,3,1023,SE,19.22,0,0
30/03/2013 02:00,-7,75,3,1023,SE,22.35,0,0
30/03/2013 03:00,-8,82,3,1022,cv,0.45,0,0
30/03/2013 04:00,-7,85,3,1022,cv,0.9,0,0
30/03/2013 05:00,-8,82,2,1022,NW,1.79,0,0
30/03/2013 06:00,-7,81,2,1023,NW,3.58,0,0
30/03/2013 07:00,-5,84,1,1023,NW,5.37,0,0
30/03/2013 08:00,-7,90,6,1023,NW,8.5,0,0
30/03/2013 09:00,-7,93,7,1024,SE,3.13,0,0
30/03/2013 10:00,-7,100,7,1024,SE,6.26,0,0
30/03/2013 11:00,-6,122,8,1024,SE,9.39,0,0
30/03/2013 12:00,-6,90,9,1023,SE,12.52,0,0
30/03/2013 13:00,-5,97,10,1022,SE,15.65,0,0
30/03/2013 14:00,-4,116,11,1021,SE,19.67,0,0
30/03/2013 15:00,-2,110,10,1021,SE,24.59,0,0
30/03/2013 16:00,-1,98,9,1020,SE,29.51,0,0
30/03/2013 17:00,0,104,7,1020,SE,33.53,0,0
